OBJECTID,ADDRTYPE,LOCATION,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,SPEEDING,HITPARKEDCAR
146,Block,30TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/11/13 00:00:00+00,NA,NA,NA,NA,NA,Y
147,Intersection,24TH AVE E AND E MADISON ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/12/01 00:00:00+00,NA,NA,NA,NA,NA,Y
148,Block,CALIFORNIA AVE SW BETWEEN SW OREGON ST AND SW ALASKA ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/29 00:00:00+00,NA,NA,NA,NA,NA,N
149,Block,STONE AVE N BETWEEN N 125TH ST AND N 128TH ST,0,Unknown,NA,1,0,0,0,0,0,0,2020/11/20 00:00:00+00,NA,NA,NA,NA,NA,N
150,Intersection,EASTLAKE AVE E AND E LYNN ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020/02/06 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,N
151,Block,RAINIER AVE S BETWEEN S EDMUNDS ST AND S FERDINAND ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/06/06 00:00:00+00,N,Clear,Dry,Daylight,NA,N
152,Block,AURORA AVE N BETWEEN PROSPECT ST AND HIGHLAND DR,2,Injury Collision,NA,3,0,0,0,1,0,0,2020/08/13 00:00:00+00,NA,NA,NA,NA,NA,N
153,Block,15TH AVE NE BETWEEN NE 73RD ST AND NE 75TH ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/09/01 00:00:00+00,N,Clear,Dry,Daylight,NA,N
154,Block,N NORTHLAKE WAY BETWEEN DENSMORE AVE N AND BURKE AVE N,2,Injury Collision,Parked Car,3,0,0,3,1,0,0,2020/06/11 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,Y
155,Intersection,3RD AVE NW AND NW MARKET ST,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/10/11 00:00:00+00,NA,NA,NA,NA,NA,N
156,Intersection,15TH AVE W AND GILMAN UPPER DR W,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/06/03 00:00:00+00,N,Clear,Dry,Daylight,Y,N
157,Intersection,13TH AVE S AND AIRPORT WAY S,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2020/10/17 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
158,Block,S PILGRIM ST BETWEEN 37TH AVE S AND S SUNNY VIEW DR,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/10/23 00:00:00+00,NA,NA,NA,NA,NA,N
159,Block,INTERLAKE AVE N BETWEEN N 48TH ST AND N 49TH ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/05/29 00:00:00+00,N,Clear,Dry,Daylight,Y,Y
160,Block,N 85TH ST BETWEEN MERIDIAN AVE N AND CORLISS WAY N,0,Unknown,NA,1,0,0,0,0,0,0,2020/11/11 00:00:00+00,NA,NA,NA,NA,NA,N
161,Intersection,15TH AVE W AND W HOWE ST,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2020/10/10 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,N
162,Block,NE NORTHGATE WAY BETWEEN ROOSEVELT WAY NE AND 11TH AVE NE,2,Injury Collision,Angles,3,0,0,2,1,0,0,2020/10/22 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
163,Intersection,ROOSEVELT WAY NE AND NE RAVENNA EB BV,2,Injury Collision,NA,3,0,0,0,1,0,0,2020/11/20 00:00:00+00,NA,NA,NA,NA,NA,N
164,Block,NICKERSON ST BETWEEN QUEEN ANNE AVE N AND CREMONA ST,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/11/21 00:00:00+00,NA,NA,NA,NA,NA,N
165,Intersection,2ND AVE S AND S BRANDON ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020/06/12 00:00:00+00,N,Raining,Wet,Daylight,NA,N
166,Block,RAINIER AVE S BETWEEN S DAKOTA ST AND S ADAMS ST,2,Injury Collision,Head On,2,0,0,2,1,0,0,2020/03/06 00:00:00+00,N,Overcast,Wet,Daylight,NA,N
167,Block,NW MARKET ST BETWEEN 11TH AVE NW AND 14TH AVE NW,1,Property Damage Only Collision,NA,3,0,0,0,0,0,0,2020/12/09 00:00:00+00,NA,NA,NA,NA,NA,Y
168,Intersection,M L KING JR WAY S AND RAINIER AVE S,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2020/10/15 00:00:00+00,N,Clear,Dry,Daylight,NA,N
169,Block,S BYRON ST BETWEEN CLAREMONT AVE S AND RAINIER AVE S,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/06/02 00:00:00+00,NA,NA,NA,NA,NA,Y
170,Block,EAST MARGINAL WAY S BETWEEN 14TH AVE S AND 16TH AVE S,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/01/03 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
171,Intersection,MONTLAKE BLVD E AND EAST MONTLAKE PL E,2,Injury Collision,Rear Ended,3,0,0,2,2,0,0,2020/06/12 00:00:00+00,N,Clear,Dry,Daylight,NA,N
172,Block,E MILLER ST BETWEEN 24TH AVE E AND 25TH AVE E,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/10/18 00:00:00+00,N,Other,Unknown,Daylight,NA,Y
173,Intersection,S HOLGATE BR AND S HOLGATE ST,1,Property Damage Only Collision,Other,5,0,0,2,0,0,0,2020/10/31 00:00:00+00,N,Clear,Dry,Daylight,NA,N
174,Block,26TH AVE BETWEEN E ALDER ST AND E JEFFERSON ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/01 00:00:00+00,NA,NA,NA,NA,NA,Y
176,Intersection,14TH AVE AND E JEFFERSON ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/10/13 00:00:00+00,N,Clear,Dry,Daylight,NA,N
177,Intersection,32ND AVE NE AND NE 140TH ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/12/01 00:00:00+00,NA,NA,NA,NA,NA,Y
178,Block,N 80TH ST BETWEEN LINDEN AVE N AND AURORA AVE N,2,Injury Collision,Rear Ended,4,0,0,3,1,0,0,2020/05/22 00:00:00+00,N,Clear,Dry,Daylight,NA,N
179,Block,2ND AVE BETWEEN WALL ST AND VINE ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/12/01 00:00:00+00,NA,NA,NA,NA,NA,Y
180,Block,S JUNEAU ST BETWEEN 17TH AVE S AND 18TH AVE S,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/06/10 00:00:00+00,N,Clear,Dry,Daylight,NA,N
182,Block,61ST AVE S BETWEEN S PILGRIM ST AND S NORFOLK ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/10/12 00:00:00+00,NA,NA,NA,NA,NA,Y
183,Intersection,11TH AVE NW AND NW 46TH ST,2,Injury Collision,NA,3,0,0,0,1,0,0,2020/11/09 00:00:00+00,NA,NA,NA,NA,NA,N
184,Intersection,GREENWOOD AVE N AND HOLMAN RD N,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/06/05 00:00:00+00,NA,NA,NA,NA,NA,N
185,Block,SW ALASKA ST BETWEEN 36TH AVE SW AND 37TH AVE SW,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/14 00:00:00+00,NA,NA,NA,NA,NA,Y
186,Block,INTERLAKEN PL E BETWEEN 20TH AVE E AND 21ST S AVE E,0,Unknown,NA,0,0,0,0,0,0,0,2020/09/21 00:00:00+00,NA,NA,NA,NA,NA,N
187,Block,EAST MARGINAL WAY S BETWEEN S SPOKANE SR ST AND EAST MARGINAL NB WAY S,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/29 00:00:00+00,NA,NA,NA,NA,NA,Y
188,Block,34TH AVE NE BETWEEN NE 68TH ST AND NE 70TH W ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/10/22 00:00:00+00,NA,NA,NA,NA,NA,Y
189,Block,33RD AVE W BETWEEN W ELMORE ST AND W GOVERNMENT WAY,1,Property Damage Only Collision,Parked Car,3,0,0,2,0,0,0,2020/10/23 00:00:00+00,N,Overcast,Dry,Dark - Street Lights On,NA,N
190,Block,BROADWAY BETWEEN E SPRUCE ST AND ALDER ST,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2020/11/02 00:00:00+00,N,Clear,Dry,Daylight,NA,N
192,Intersection,15TH AVE NE AND NE PACIFIC ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2020/10/11 00:00:00+00,N,Other,Unknown,Dusk,NA,N
193,Block,17TH AVE SW BETWEEN SW HENDERSON ST AND SW BARTON ST,0,Unknown,NA,2,0,0,0,0,0,0,2020/10/14 00:00:00+00,NA,NA,NA,NA,NA,N
194,Block,24TH AVE E BETWEEN BOYER AVE E AND E NEWTON S ST,1,Property Damage Only Collision,Right Turn,3,0,0,2,0,0,0,2020/01/30 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,N
195,Intersection,ALOHA ST AND QUEEN ANNE AVE N,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/06/07 00:00:00+00,N,Clear,Wet,Daylight,NA,N
196,Block,S WASHINGTON ST BETWEEN OCCIDENTAL AVE S AND 2ND AVE S,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/01 00:00:00+00,NA,NA,NA,NA,NA,N
197,Block,N 101ST ST BETWEEN 1ST AVE NW AND GREENWOOD AVE N,0,Unknown,NA,2,0,0,0,0,0,0,2020/10/29 00:00:00+00,NA,NA,NA,NA,NA,Y
198,Intersection,1ST AVE S AND S CLOVERDALE W ST,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/10/15 00:00:00+00,NA,NA,NA,NA,NA,N
199,Block,NW 48TH ST BETWEEN 9TH AVE NW AND LEARY WAY NW,0,Unknown,NA,0,0,0,0,0,0,0,2020/10/26 00:00:00+00,NA,NA,NA,NA,NA,Y
200,Intersection,32ND AVE S AND S GRAHAM ST,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/11/27 00:00:00+00,NA,NA,NA,NA,NA,N
202,Intersection,LATONA AVE NE AND NE 45TH ST,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2020/10/29 00:00:00+00,N,Clear,Dry,Daylight,NA,N
203,Block,1ST AV S BR SB BETWEEN POINT A AND SR509 SB,2,Injury Collision,NA,2,0,0,0,2,0,0,2020/10/14 00:00:00+00,NA,NA,NA,NA,NA,N
204,Block,ELLIOTT AVE W BETWEEN W LEE ST AND W GALER ST FLYOVER,1,Property Damage Only Collision,Right Turn,2,0,0,2,0,0,0,2020/05/19 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
205,Block,S KING ST BETWEEN 12TH AVE S AND RAINIER AVE S,1,Property Damage Only Collision,Parked Car,3,0,0,2,0,0,0,2020/05/26 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
206,Block,15TH AVE E BETWEEN E JOHN SR ST AND E JOHN ST,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2020/01/20 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
207,Block,29TH AVE BETWEEN E COLUMBIA ST AND E MARION ST,0,Unknown,NA,2,0,0,0,0,0,0,2020/11/09 00:00:00+00,NA,NA,NA,NA,NA,Y
208,Intersection,8TH AVE SW AND SW ROXBURY ST,2,Injury Collision,Angles,2,0,0,2,2,0,0,2020/03/14 00:00:00+00,N,Clear,Dry,Daylight,NA,N
209,Block,RAINIER AVE S BETWEEN M L KING JR WAY S AND S MOUNT BAKER WB BV,2,Injury Collision,Rear Ended,2,0,0,2,2,0,0,2020/06/05 00:00:00+00,N,Clear,Dry,Daylight,NA,N
210,Block,S ALBRO PL BETWEEN STANLEY AVE S AND CORGIAT DR S,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2020/11/02 00:00:00+00,N,Clear,Dry,Daylight,NA,N
211,Intersection,4TH AVE AND COLUMBIA ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020/09/25 00:00:00+00,N,Raining,Wet,Daylight,NA,N
212,Block,CHELAN AVE SW BETWEEN SW SPOKANE CR ST AND SW SPOKANE NR ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/10/09 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,N
213,Intersection,SAND POINT WAY NE AND NE 123RD ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/10/23 00:00:00+00,N,Raining,Wet,Daylight,NA,N
214,Block,6TH AVE BETWEEN MADISON ST AND SPRING ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/09/24 00:00:00+00,N,Clear,Dry,Daylight,NA,N
216,Intersection,2ND AVE AND JAMES ST,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/02/04 00:00:00+00,NA,NA,NA,NA,NA,N
217,Intersection,AURORA AVE N AND N 100TH ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/12/06 00:00:00+00,NA,NA,NA,NA,NA,N
218,Block,3RD AVE S BETWEEN S DAWSON ST AND S BENNETT ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/12/02 00:00:00+00,NA,NA,NA,NA,NA,Y
219,Block,M L KING JR WAY E BETWEEN E THOMAS ST AND E HARRISON ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/13 00:00:00+00,NA,NA,NA,NA,NA,Y
221,Intersection,EAST GREEN LAKE WAY N AND N 63RD ST,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/06/11 00:00:00+00,NA,NA,NA,NA,NA,N
222,Block,6TH AVE W BETWEEN W CROCKETT ST AND W MCGRAW ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020/10/16 00:00:00+00,N,Clear,Dry,Daylight,NA,N
223,Intersection,25TH AVE NE AND NE 145TH ST,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2020/09/23 00:00:00+00,N,Raining,Wet,Daylight,Y,N
224,Intersection,DELRIDGE WAY SW AND SW ANDOVER ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020/11/01 00:00:00+00,N,Clear,Dry,Daylight,NA,N
225,Block,BELMONT AVE BETWEEN E PINE ST AND E OLIVE ST,1,Property Damage Only Collision,Parked Car,3,0,0,2,0,0,0,2020/02/01 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
226,NA,NA,0,Unknown,NA,0,0,0,0,0,0,0,2020/09/22 00:00:00+00,NA,NA,NA,NA,NA,Y
227,Block,N 115TH ST BETWEEN STONE AVE N AND MERIDIAN AVE N,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/10/14 00:00:00+00,NA,NA,NA,NA,NA,N
228,Intersection,1ST AVE S AND S DAKOTA ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/24 00:00:00+00,NA,NA,NA,NA,NA,N
229,Intersection,HUBBELL PL AND SENECA ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/01/31 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,N
230,Block,SYCAMORE AVE NW BETWEEN NW 72ND ST AND NW 73RD ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/24 00:00:00+00,NA,NA,NA,NA,NA,Y
231,Block,7TH AVE W BETWEEN W CROCKETT ST AND W MCGRAW ST,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2020/06/15 00:00:00+00,N,Clear,Dry,Dark - Street Lights Off,NA,N
232,Intersection,LINDEN AVE N AND N 130TH ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/06/13 00:00:00+00,NA,NA,NA,NA,NA,N
233,Block,AURORA AVE N BETWEEN N 67TH ST AND N 68TH ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/10/25 00:00:00+00,N,Clear,Dry,Dark - Unknown Lighting,NA,N
234,Block,15TH AVE NE BETWEEN NE 73RD ST AND NE 75TH ST,0,Unknown,NA,2,0,0,0,0,0,0,2020/11/12 00:00:00+00,NA,NA,NA,NA,NA,N
235,Block,HARVARD AVE E BETWEEN E LYNN ST AND BROADWAY E,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/06/09 00:00:00+00,N,Overcast,Dry,Unknown,NA,N
236,Block,25TH AVE E BETWEEN E THOMAS ST AND E MERCER ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/13 00:00:00+00,NA,NA,NA,NA,NA,N
237,Block,16TH AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/11 00:00:00+00,NA,NA,NA,NA,NA,Y
238,Intersection,3RD AVE NW AND NW 75TH ST,1,Property Damage Only Collision,NA,3,0,0,0,0,0,0,2020/12/04 00:00:00+00,NA,NA,NA,NA,NA,N
239,Intersection,8TH AVE NW AND LEARY WAY NW,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/20 00:00:00+00,NA,NA,NA,NA,NA,N
240,Intersection,INTERLAKE AVE N AND N 85TH W ST,2,Injury Collision,Other,1,0,0,1,1,0,0,2020/10/09 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
241,Intersection,8TH AVE AND STEWART ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/17 00:00:00+00,NA,NA,NA,NA,NA,N
242,Block,LINCOLN PARK WAY SW BETWEEN 48TH AVE SW AND MURRAY AVE SW,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/14 00:00:00+00,NA,NA,NA,NA,NA,Y
244,Block,M L KING JR WAY BETWEEN E COLUMBIA ST AND E MARION ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/20 00:00:00+00,NA,NA,NA,NA,NA,N
245,Block,WEST MARGINAL WAY SW BETWEEN SW DAKOTA ST AND SW IDAHO ST,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/12/05 00:00:00+00,NA,NA,NA,NA,NA,N
246,Block,PINE ST BETWEEN 8TH AVE AND 9TH AVE,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/10/23 00:00:00+00,N,Overcast,Wet,Dark - Street Lights On,NA,Y
247,Intersection,2ND AV SW TURN RD AND HIGHLAND PARK WAY SW,2,Injury Collision,Rear Ended,3,0,0,2,2,0,0,2020/02/08 00:00:00+00,N,Overcast,Wet,Daylight,NA,N
248,Intersection,25TH AVE SW AND SW DAKOTA ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/06/09 00:00:00+00,NA,NA,NA,NA,NA,Y
249,Block,47TH AVE SW BETWEEN SW DAKOTA ST AND SW GENESEE ST,0,Unknown,NA,2,0,0,0,0,0,0,2020/10/19 00:00:00+00,NA,NA,NA,NA,NA,Y
250,Block,W OLYMPIC PL BETWEEN 7TH AVE W AND OLYMPIC WAY W,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/10/09 00:00:00+00,N,Clear,Dry,Dark - Unknown Lighting,NA,Y
251,Intersection,PINEHURST WAY NE AND ROOSEVELT S WAY NE,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020/10/21 00:00:00+00,N,Clear,Dry,Daylight,NA,N
252,Intersection,YALE AVE E AND E LYNN ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/18 00:00:00+00,NA,NA,NA,NA,NA,Y
253,Block,LEARY WAY NW BETWEEN 6TH S AVE NW AND 6TH N AVE NW,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/10/04 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
254,Block,SR509 SB BETWEEN 1ST AV S OFF RP AND CLOVERDALE ST ON RP,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/02/06 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,N
255,Intersection,BOREN AVE AND HOWELL ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/10/28 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
256,Intersection,1ST AVE S AND WEST MARGINAL WAY S,2,Injury Collision,NA,3,0,0,0,1,0,0,2020/10/25 00:00:00+00,NA,NA,NA,NA,NA,N
257,Block,NE 75TH ST BETWEEN 11TH AVE NE AND 12TH AVE NE,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2020/05/22 00:00:00+00,N,Overcast,Wet,Dark - Street Lights On,NA,N
258,Intersection,RAINIER AVE S AND S KEPPLER ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/05/28 00:00:00+00,N,Clear,Dry,Daylight,NA,N
259,Block,WEST MARGINAL WAY S BETWEEN 1ST AVE S AND S HOLDEN ST,1,Property Damage Only Collision,Rear Ended,3,0,0,3,0,0,0,2020/05/22 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
260,Block,MADISON ST BETWEEN BOREN AVE AND MINOR AVE,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/06/13 00:00:00+00,NA,NA,NA,NA,NA,N
261,Intersection,MELROSE AVE AND PINE ST,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2020/06/16 00:00:00+00,N,Clear,Dry,Daylight,NA,N
262,Intersection,30TH AVE NE AND BURKE GILMAN TRL,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2020/10/15 00:00:00+00,N,Clear,Dry,Daylight,NA,N
263,Intersection,23RD AVE S AND S MCCLELLAN ST,2,Injury Collision,Left Turn,3,0,0,2,1,0,0,2020/10/31 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
264,Block,WEST MARGINAL WAY S BETWEEN 1ST AVE S AND S HOLDEN ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020/10/29 00:00:00+00,N,Clear,Dry,Daylight,NA,N
265,Block,12TH AVE NE BETWEEN NE 65TH ST AND NE 66TH ST,2,Injury Collision,Parked Car,2,0,0,2,1,0,0,2020/06/11 00:00:00+00,N,Other,Unknown,Daylight,NA,N
266,Block,6TH AVE BETWEEN MADISON ST AND SPRING ST,2,Injury Collision,Rear Ended,3,0,0,3,1,0,0,2020/10/20 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
267,Block,10TH AVE E BETWEEN E ALOHA ST AND E PROSPECT ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/12/03 00:00:00+00,NA,NA,NA,NA,NA,Y
268,Block,BRIDGE WAY N BETWEEN AURORA AVE N AND AURORA AV N NB OFF RP,1,Property Damage Only Collision,NA,1,0,0,0,0,0,0,2020/11/25 00:00:00+00,NA,NA,NA,NA,NA,N
269,Block,N 45TH ST BETWEEN DENSMORE W AVE N AND DENSMORE E AVE N,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/15 00:00:00+00,NA,NA,NA,NA,NA,Y
270,Intersection,CALIFORNIA AVE SW AND FAUNTLEROY WAY SW,1,Property Damage Only Collision,Pedestrian,2,1,0,1,0,0,0,2020/01/24 00:00:00+00,N,Clear,Wet,Dawn,NA,N
271,Block,EAST MARGINAL WAY S BETWEEN S FIDALGO ST AND 1ST AVE S,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/25 00:00:00+00,NA,NA,NA,NA,NA,N
272,Intersection,RAINIER AVE S AND S DEARBORN ST,0,Unknown,NA,2,0,0,0,0,0,0,2020/10/21 00:00:00+00,NA,NA,NA,NA,NA,N
273,Block,ALKI AVE SW BETWEEN MARINE AVE SW AND 59TH AVE SW,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020/05/28 00:00:00+00,N,Clear,Dry,Daylight,NA,Y
275,Intersection,BROADWAY AND E UNION ST,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/10/29 00:00:00+00,NA,NA,NA,NA,NA,N
276,Intersection,HARBOR AVE SW AND SW CALIFORNIA PL,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/06/02 00:00:00+00,NA,NA,NA,NA,NA,N
277,Block,EASTLAKE AVE E BETWEEN E HAMLIN ST AND E SHELBY ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2020/10/29 00:00:00+00,N,Overcast,Dry,Dark - Street Lights On,NA,N
278,Block,8TH AVE NE BETWEEN NE NORTHGATE WAY AND NE 115TH ST,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/11/01 00:00:00+00,NA,NA,NA,NA,NA,N
279,Block,FAUNTLEROY WAY SW BETWEEN SW AUSTIN ST AND SW KENYON ST,1,Property Damage Only Collision,NA,4,0,0,0,0,0,0,2020/12/02 00:00:00+00,NA,NA,NA,NA,NA,Y
280,Intersection,RAINIER AVE S AND S DEARBORN ST,2,Injury Collision,NA,3,0,0,0,2,0,0,2020/11/09 00:00:00+00,NA,NA,NA,NA,NA,N
281,Block,NE 68TH ST BETWEEN 54TH AVE NE AND 55TH AVE NE,0,Unknown,NA,2,0,0,0,0,0,0,2020/11/21 00:00:00+00,NA,NA,NA,NA,NA,Y
282,Intersection,AIRPORT WAY S AND S ANDOVER ST,0,Unknown,NA,0,0,0,0,0,0,0,2020/11/08 00:00:00+00,NA,NA,NA,NA,NA,N
283,Block,SW SPOKANE ST BETWEEN S SPOKANE ST AND SW KLICKITAT SR WAY,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/05/20 00:00:00+00,N,Overcast,Dry,Daylight,NA,N
284,Intersection,24TH AVE E AND E LAKE WASHINGTON BLVD,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/10/26 00:00:00+00,NA,NA,NA,NA,NA,N
285,Block,M L KING JR WR WAY S BETWEEN S ALASKA ST AND S ANGELINE ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/10/16 00:00:00+00,NA,NA,NA,NA,NA,N
286,Block,FLORENTIA ST BETWEEN QUEEN ANNE W AVE N AND QUEEN ANNE E AVE N,0,Unknown,NA,2,0,0,0,0,0,0,2020/11/30 00:00:00+00,NA,NA,NA,NA,NA,Y
287,Intersection,GREENWOOD AVE N AND N 92ND ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020/01/31 00:00:00+00,N,Raining,Wet,Dark - Street Lights On,NA,N
288,Intersection,5TH AVE NE AND NE 92ND ST,2,Injury Collision,NA,2,0,0,0,1,0,0,2020/11/26 00:00:00+00,NA,NA,NA,NA,NA,N
289,Block,45TH AVE SW BETWEEN SW SPOKANE ST AND SW CHARLESTOWN ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020/06/14 00:00:00+00,N,NA,Dry,Dark - Street Lights On,Y,N
291,Block,E PINE ST BETWEEN 13TH AVE AND 14TH AVE,1,Property Damage Only Collision,NA,3,0,0,0,0,0,0,2020/11/10 00:00:00+00,NA,NA,NA,NA,NA,N
292,Intersection,9TH AVE N AND MERCER SR ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020/06/12 00:00:00+00,N,Clear,Dry,Dark - Street Lights On,NA,N
293,Block,BROADWAY BETWEEN CHERRY ST AND E COLUMBIA ST,1,Property Damage Only Collision,NA,2,0,0,0,0,0,0,2020/11/03 00:00:00+00,NA,NA,NA,NA,NA,N
